tour_instance_bk,service_date,route_sk,route_bk,zone_bk,zone_name,city,start_datetime,end_datetime,visited_container_count,zone_container_count,all_zone_containers_visited,planned_distance_m,actual_distance_m,planned_duration_min,actual_duration_min
TOUR_20251109_15048,2025-11-09,284,ROUTE_0284,LYON_ZONE_003,Lyon - Zone 3,Lyon,2025-11-09 13:50:00,2025-11-09 15:50:00,12,16,False,35028.88,35716.41,124,120
TOUR_20251109_15049,2025-11-09,109,ROUTE_0109,LYON_ZONE_006,Lyon - Zone 6,Lyon,2025-11-09 14:28:00,2025-11-09 16:10:00,13,15,False,13478.44,13227.0,94,102
TOUR_20251109_15050,2025-11-09,442,ROUTE_0442,LYON_ZONE_010,Lyon - Zone 10,Lyon,2025-11-09 14:49:00,2025-11-09 16:46:00,12,15,False,25748.7,26437.23,117,117
TOUR_20251109_15051,2025-11-09,130,ROUTE_0130,MARSEILLE_ZONE_002,Marseille - Zone 2,Marseille,2025-11-09 06:04:00,2025-11-09 08:22:00,14,15,False,18980.43,18730.75,145,138
TOUR_20251109_15052,2025-11-09,233,ROUTE_0233,MARSEILLE_ZONE_004,Marseille - Zone 4,Marseille,2025-11-09 11:37:00,2025-11-09 14:28:00,15,15,True,26159.86,25751.9,178,171
TOUR_20251109_15053,2025-11-09,128,ROUTE_0128,MARSEILLE_ZONE_010,Marseille - Zone 10,Marseille,2025-11-09 05:33:00,2025-11-09 07:24:00,11,15,False,16914.59,17755.52,119,111
TOUR_20251109_15054,2025-11-09,258,ROUTE_0258,MARSEILLE_ZONE_013,Marseille - Zone 13,Marseille,2025-11-09 10:53:00,2025-11-09 12:53:00,14,14,True,15088.27,14939.22,119,120
TOUR_20251109_15055,2025-11-09,168,ROUTE_0168,MONTPELLIER_ZONE_002,Montpellier - Zone 2,Montpellier,2025-11-09 08:24:00,2025-11-09 10:33:00,16,16,True,16617.68,16613.76,120,129
TOUR_20251109_15056,2025-11-09,34,ROUTE_0034,MONTPELLIER_ZONE_006,Montpellier - Zone 6,Montpellier,2025-11-09 14:37:00,2025-11-09 16:45:00,10,15,False,19538.63,19388.64,134,128
TOUR_20251109_15057,2025-11-09,172,ROUTE_0172,MONTPELLIER_ZONE_007,Montpellier - Zone 7,Montpellier,2025-11-09 06:21:00,2025-11-09 09:49:00,15,15,True,40484.65,41980.57,198,208
TOUR_20251109_15058,2025-11-09,372,ROUTE_0372,MONTPELLIER_ZONE_009,Montpellier - Zone 9,Montpellier,2025-11-09 06:51:00,2025-11-09 09:54:00,14,15,False,31814.75,31941.67,191,183
TOUR_20251109_15059,2025-11-09,334,ROUTE_0334,MONTPELLIER_ZONE_012,Montpellier - Zone 12,Montpellier,2025-11-09 09:06:00,2025-11-09 11:45:00,15,15,True,24466.42,25117.81,157,159
TOUR_20251109_15060,2025-11-09,476,ROUTE_0476,MONTPELLIER_ZONE_013,Montpellier - Zone 13,Montpellier,2025-11-09 06:15:00,2025-11-09 08:55:00,15,15,True,25596.34,25912.78,165,160
TOUR_20251109_15061,2025-11-09,74,ROUTE_0074,MONTPELLIER_ZONE_014,Montpellier - Zone 14,Montpellier,2025-11-09 13:03:00,2025-11-09 15:20:00,14,15,False,22784.82,23516.95,138,137
TOUR_20251109_15062,2025-11-09,366,ROUTE_0366,NANTES_ZONE_009,Nantes - Zone 9,Nantes,2025-11-09 07:09:00,2025-11-09 09:45:00,14,14,True,21957.95,22794.72,160,156
TOUR_20251109_15063,2025-11-09,196,ROUTE_0196,NANTES_ZONE_010,Nantes - Zone 10,Nantes,2025-11-09 07:43:00,2025-11-09 10:34:00,13,14,False,36363.57,37650.8,170,171
TOUR_20251109_15064,2025-11-09,193,ROUTE_0193,NANTES_ZONE_012,Nantes - Zone 12,Nantes,2025-11-09 10:33:00,2025-11-09 13:35:00,12,14,False,35361.93,36255.55,181,182
TOUR_20251109_15065,2025-11-09,364,ROUTE_0364,NANTES_ZONE_013,Nantes - Zone 13,Nantes,2025-11-09 10:53:00,2025-11-09 13:48:00,13,14,False,25654.85,25858.91,171,175
TOUR_20251109_15066,2025-11-09,94,ROUTE_0094,NICE_ZONE_010,Nice - Zone 10,Nice,2025-11-09 07:52:00,2025-11-09 11:06:00,15,15,True,34950.24,36536.64,186,194
TOUR_20251109_15067,2025-11-09,206,ROUTE_0206,NICE_ZONE_013,Nice - Zone 13,Nice,2025-11-09 13:38:00,2025-11-09 15:30:00,13,15,False,10295.24,10725.6,105,112
TOUR_20251109_15068,2025-11-09,217,ROUTE_0217,PARIS_ZONE_005,Paris - Zone 5,Paris,2025-11-09 06:21:00,2025-11-09 09:04:00,16,16,True,15733.95,16229.05,166,163
TOUR_20251109_15069,2025-11-09,47,ROUTE_0047,STRASBOURG_ZONE_002,Strasbourg - Zone 2,Strasbourg,2025-11-09 11:31:00,2025-11-09 12:59:00,10,15,False,18774.05,19280.39,82,88
TOUR_20251109_15070,2025-11-09,214,ROUTE_0214,STRASBOURG_ZONE_008,Strasbourg - Zone 8,Strasbourg,2025-11-09 05:37:00,2025-11-09 07:57:00,15,15,True,13828.65,14497.57,134,140
TOUR_20251109_15071,2025-11-09,1,ROUTE_0001,STRASBOURG_ZONE_011,Strasbourg - Zone 11,Strasbourg,2025-11-09 05:34:00,2025-11-09 08:27:00,14,14,True,28644.49,29533.19,174,173
TOUR_20251109_15072,2025-11-09,415,ROUTE_0415,STRASBOURG_ZONE_012,Strasbourg - Zone 12,Strasbourg,2025-11-09 10:55:00,2025-11-09 13:06:00,12,14,False,11939.66,11783.34,135,131
TOUR_20251109_15073,2025-11-09,272,ROUTE_0272,TOULOUSE_ZONE_001,Toulouse - Zone 1,Toulouse,2025-11-09 14:32:00,2025-11-09 18:12:00,15,15,True,44760.02,44553.48,210,220
TOUR_20251109_15074,2025-11-09,387,ROUTE_0387,TOULOUSE_ZONE_002,Toulouse - Zone 2,Toulouse,2025-11-09 10:56:00,2025-11-09 14:18:00,15,15,True,37524.43,37776.75,194,202
TOUR_20251109_15075,2025-11-09,72,ROUTE_0072,TOULOUSE_ZONE_006,Toulouse - Zone 6,Toulouse,2025-11-09 06:26:00,2025-11-09 09:07:00,14,15,False,34825.45,36420.65,164,161
TOUR_20251109_15076,2025-11-09,176,ROUTE_0176,TOULOUSE_ZONE_008,Toulouse - Zone 8,Toulouse,2025-11-09 10:31:00,2025-11-09 13:57:00,14,15,False,38654.86,39598.73,199,206
TOUR_20251109_15077,2025-11-09,500,ROUTE_0500,TOULOUSE_ZONE_012,Toulouse - Zone 12,Toulouse,2025-11-09 11:11:00,2025-11-09 13:54:00,11,14,False,30255.81,31205.51,169,163
TOUR_20251109_15078,2025-11-09,81,ROUTE_0081,TOULOUSE_ZONE_013,Toulouse - Zone 13,Toulouse,2025-11-09 06:02:00,2025-11-09 08:38:00,14,14,True,31027.09,32298.9,150,156
TOUR_20251110_15079,2025-11-10,362,ROUTE_0362,BORDEAUX_ZONE_002,Bordeaux - Zone 2,Bordeaux,2025-11-10 09:01:00,2025-11-10 11:41:00,13,15,False,25763.92,25810.08,165,160
TOUR_20251110_15080,2025-11-10,360,ROUTE_0360,BORDEAUX_ZONE_003,Bordeaux - Zone 3,Bordeaux,2025-11-10 09:23:00,2025-11-10 11:14:00,11,15,False,10232.38,10293.16,107,111
TOUR_20251110_15081,2025-11-10,38,ROUTE_0038,BORDEAUX_ZONE_005,Bordeaux - Zone 5,Bordeaux,2025-11-10 10:25:00,2025-11-10 12:46:00,11,15,False,30563.48,30441.45,146,141
TOUR_20251110_15082,2025-11-10,24,ROUTE_0024,BORDEAUX_ZONE_010,Bordeaux - Zone 10,Bordeaux,2025-11-10 07:38:00,2025-11-10 10:07:00,10,15,False,15873.44,16642.17,139,149
TOUR_20251110_15083,2025-11-10,100,ROUTE_0100,BORDEAUX_ZONE_012,Bordeaux - Zone 12,Bordeaux,2025-11-10 08:06:00,2025-11-10 09:51:00,10,15,False,17161.66,18063.32,102,105
TOUR_20251110_15084,2025-11-10,470,ROUTE_0470,LILLE_ZONE_001,Lille - Zone 1,Lille,2025-11-10 10:08:00,2025-11-10 12:21:00,11,16,False,17768.12,17431.07,129,133
TOUR_20251110_15085,2025-11-10,154,ROUTE_0154,LILLE_ZONE_002,Lille - Zone 2,Lille,2025-11-10 06:16:00,2025-11-10 08:55:00,15,16,False,33865.58,34328.35,161,159
TOUR_20251110_15086,2025-11-10,164,ROUTE_0164,LILLE_ZONE_004,Lille - Zone 4,Lille,2025-11-10 14:33:00,2025-11-10 17:41:00,16,16,True,23441.84,23551.22,192,188
TOUR_20251110_15087,2025-11-10,229,ROUTE_0229,LILLE_ZONE_006,Lille - Zone 6,Lille,2025-11-10 06:37:00,2025-11-10 09:31:00,15,15,True,33836.44,34925.71,175,174
TOUR_20251110_15088,2025-11-10,238,ROUTE_0238,LILLE_ZONE_007,Lille - Zone 7,Lille,2025-11-10 08:25:00,2025-11-10 10:51:00,11,15,False,40459.85,40775.4,139,146
TOUR_20251110_15089,2025-11-10,111,ROUTE_0111,LILLE_ZONE_008,Lille - Zone 8,Lille,2025-11-10 15:06:00,2025-11-10 17:41:00,15,15,True,18150.75,18212.6,162,155
TOUR_20251110_15090,2025-11-10,125,ROUTE_0125,LILLE_ZONE_011,Lille - Zone 11,Lille,2025-11-10 10:31:00,2025-11-10 12:42:00,13,15,False,28429.43,27889.95,132,131
TOUR_20251110_15091,2025-11-10,133,ROUTE_0133,LYON_ZONE_004,Lyon - Zone 4,Lyon,2025-11-10 07:00:00,2025-11-10 09:55:00,15,15,True,27984.32,27674.73,170,175
TOUR_20251110_15092,2025-11-10,461,ROUTE_0461,LYON_ZONE_007,Lyon - Zone 7,Lyon,2025-11-10 07:59:00,2025-11-10 10:43:00,15,15,True,25669.26,26068.23,170,164
TOUR_20251110_15093,2025-11-10,212,ROUTE_0212,LYON_ZONE_009,Lyon - Zone 9,Lyon,2025-11-10 06:08:00,2025-11-10 08:54:00,15,15,True,32793.49,34070.98,172,166
TOUR_20251110_15094,2025-11-10,184,ROUTE_0184,LYON_ZONE_010,Lyon - Zone 10,Lyon,2025-11-10 08:09:00,2025-11-10 09:46:00,12,15,False,10622.77,10508.41,89,97
TOUR_20251110_15095,2025-11-10,246,ROUTE_0246,LYON_ZONE_011,Lyon - Zone 11,Lyon,2025-11-10 06:53:00,2025-11-10 09:25:00,15,15,True,27823.53,28644.84,146,152
TOUR_20251110_15096,2025-11-10,306,ROUTE_0306,LYON_ZONE_012,Lyon - Zone 12,Lyon,2025-11-10 10:35:00,2025-11-10 13:01:00,15,15,True,28220.61,29230.3,137,146
TOUR_20251110_15097,2025-11-10,195,ROUTE_0195,MARSEILLE_ZONE_001,Marseille - Zone 1,Marseille,2025-11-10 14:52:00,2025-11-10 17:40:00,12,15,False,40003.11,39396.44,165,168
TOUR_20251110_15098,2025-11-10,130,ROUTE_0130,MARSEILLE_ZONE_002,Marseille - Zone 2,Marseille,2025-11-10 11:18:00,2025-11-10 13:33:00,15,15,True,19124.95,19364.06,135,135
TOUR_20251110_15099,2025-11-10,144,ROUTE_0144,MARSEILLE_ZONE_003,Marseille - Zone 3,Marseille,2025-11-10 09:55:00,2025-11-10 12:48:00,15,15,True,39710.18,40133.8,173,173
TOUR_20251110_15100,2025-11-10,152,ROUTE_0152,MARSEILLE_ZONE_004,Marseille - Zone 4,Marseille,2025-11-10 10:23:00,2025-11-10 12:50:00,13,15,False,36486.28,36404.12,147,147
TOUR_20251110_15101,2025-11-10,120,ROUTE_0120,MARSEILLE_ZONE_006,Marseille - Zone 6,Marseille,2025-11-10 06:08:00,2025-11-10 08:55:00,13,15,False,37269.16,37422.99,162,167
TOUR_20251110_15102,2025-11-10,350,ROUTE_0350,MARSEILLE_ZONE_008,Marseille - Zone 8,Marseille,2025-11-10 10:11:00,2025-11-10 11:36:00,11,15,False,13666.89,14125.36,80,85
TOUR_20251110_15103,2025-11-10,128,ROUTE_0128,MARSEILLE_ZONE_010,Marseille - Zone 10,Marseille,2025-11-10 10:31:00,2025-11-10 13:11:00,15,15,True,18325.6,18340.22,151,160
TOUR_20251110_15104,2025-11-10,429,ROUTE_0429,MARSEILLE_ZONE_011,Marseille - Zone 11,Marseille,2025-11-10 06:09:00,2025-11-10 09:41:00,15,15,True,40042.49,41118.29,208,212
TOUR_20251110_15105,2025-11-10,112,ROUTE_0112,MARSEILLE_ZONE_013,Marseille - Zone 13,Marseille,2025-11-10 06:56:00,2025-11-10 09:17:00,14,14,True,16962.86,17113.64,149,141
TOUR_20251110_15106,2025-11-10,395,ROUTE_0395,MONTPELLIER_ZONE_001,Montpellier - Zone 1,Montpellier,2025-11-10 08:04:00,2025-11-10 09:56:00,11,16,False,20548.07,20748.12,116,112
TOUR_20251110_15107,2025-11-10,168,ROUTE_0168,MONTPELLIER_ZONE_002,Montpellier - Zone 2,Montpellier,2025-11-10 15:13:00,2025-11-10 16:38:00,10,16,False,12870.06,12865.59,93,85
TOUR_20251110_15108,2025-11-10,348,ROUTE_0348,MONTPELLIER_ZONE_003,Montpellier - Zone 3,Montpellier,2025-11-10 09:08:00,2025-11-10 11:13:00,13,15,False,20583.8,20839.64,126,125
TOUR_20251110_15109,2025-11-10,232,ROUTE_0232,MONTPELLIER_ZONE_004,Montpellier - Zone 4,Montpellier,2025-11-10 07:37:00,2025-11-10 09:20:00,10,15,False,22825.4,23320.07,99,103
TOUR_20251110_15110,2025-11-10,202,ROUTE_0202,MONTPELLIER_ZONE_005,Montpellier - Zone 5,Montpellier,2025-11-10 05:54:00,2025-11-10 07:43:00,10,15,False,28197.03,29290.02,105,109
TOUR_20251110_15111,2025-11-10,274,ROUTE_0274,MONTPELLIER_ZONE_006,Montpellier - Zone 6,Montpellier,2025-11-10 15:11:00,2025-11-10 18:37:00,15,15,True,40943.17,41661.56,210,206
TOUR_20251110_15112,2025-11-10,340,ROUTE_0340,MONTPELLIER_ZONE_008,Montpellier - Zone 8,Montpellier,2025-11-10 06:37:00,2025-11-10 09:37:00,15,15,True,37256.96,37392.24,174,180
TOUR_20251110_15113,2025-11-10,456,ROUTE_0456,MONTPELLIER_ZONE_009,Montpellier - Zone 9,Montpellier,2025-11-10 06:34:00,2025-11-10 10:28:00,15,15,True,44713.32,46792.56,224,234
TOUR_20251110_15114,2025-11-10,70,ROUTE_0070,MONTPELLIER_ZONE_011,Montpellier - Zone 11,Montpellier,2025-11-10 09:48:00,2025-11-10 12:57:00,15,15,True,44210.27,44258.29,194,189
TOUR_20251110_15115,2025-11-10,371,ROUTE_0371,MONTPELLIER_ZONE_012,Montpellier - Zone 12,Montpellier,2025-11-10 11:34:00,2025-11-10 14:07:00,15,15,True,30800.27,30549.85,159,153
TOUR_20251110_15116,2025-11-10,37,ROUTE_0037,MONTPELLIER_ZONE_013,Montpellier - Zone 13,Montpellier,2025-11-10 07:43:00,2025-11-10 10:44:00,12,15,False,29751.13,29653.19,177,181
TOUR_20251110_15117,2025-11-10,163,ROUTE_0163,MONTPELLIER_ZONE_014,Montpellier - Zone 14,Montpellier,2025-11-10 05:48:00,2025-11-10 08:20:00,12,15,False,35946.13,35290.08,155,152
TOUR_20251110_15118,2025-11-10,126,ROUTE_0126,NANTES_ZONE_002,Nantes - Zone 2,Nantes,2025-11-10 05:40:00,2025-11-10 08:46:00,13,15,False,37952.36,38864.8,178,186
TOUR_20251110_15119,2025-11-10,323,ROUTE_0323,NANTES_ZONE_004,Nantes - Zone 4,Nantes,2025-11-10 06:48:00,2025-11-10 08:40:00,10,15,False,11547.27,12057.18,106,112
TOUR_20251110_15120,2025-11-10,379,ROUTE_0379,NANTES_ZONE_005,Nantes - Zone 5,Nantes,2025-11-10 07:42:00,2025-11-10 10:44:00,14,15,False,28783.31,29687.59,177,182
TOUR_20251110_15121,2025-11-10,294,ROUTE_0294,NANTES_ZONE_006,Nantes - Zone 6,Nantes,2025-11-10 11:10:00,2025-11-10 13:56:00,13,15,False,38717.4,38503.14,157,166
TOUR_20251110_15122,2025-11-10,279,ROUTE_0279,NANTES_ZONE_007,Nantes - Zone 7,Nantes,2025-11-10 06:09:00,2025-11-10 09:43:00,14,15,False,38562.49,38223.62,206,214
TOUR_20251110_15123,2025-11-10,396,ROUTE_0396,NANTES_ZONE_008,Nantes - Zone 8,Nantes,2025-11-10 11:47:00,2025-11-10 14:16:00,12,14,False,34833.8,34413.34,141,149
TOUR_20251110_15124,2025-11-10,441,ROUTE_0441,NANTES_ZONE_009,Nantes - Zone 9,Nantes,2025-11-10 06:04:00,2025-11-10 08:39:00,11,14,False,38956.04,38794.46,163,155
TOUR_20251110_15125,2025-11-10,89,ROUTE_0089,NANTES_ZONE_010,Nantes - Zone 10,Nantes,2025-11-10 10:51:00,2025-11-10 13:34:00,14,14,True,25629.95,26956.98,153,163
TOUR_20251110_15126,2025-11-10,376,ROUTE_0376,NANTES_ZONE_011,Nantes - Zone 11,Nantes,2025-11-10 11:11:00,2025-11-10 13:47:00,14,14,True,30611.95,31476.34,159,156
TOUR_20251110_15127,2025-11-10,97,ROUTE_0097,NANTES_ZONE_012,Nantes - Zone 12,Nantes,2025-11-10 05:59:00,2025-11-10 08:01:00,11,14,False,28349.52,27834.1,123,122
TOUR_20251110_15128,2025-11-10,386,ROUTE_0386,NANTES_ZONE_014,Nantes - Zone 14,Nantes,2025-11-10 10:45:00,2025-11-10 12:35:00,14,14,True,16395.34,16219.76,114,110
TOUR_20251110_15129,2025-11-10,318,ROUTE_0318,NICE_ZONE_001,Nice - Zone 1,Nice,2025-11-10 08:27:00,2025-11-10 10:25:00,14,16,False,11459.93,11951.95,118,118
TOUR_20251110_15130,2025-11-10,358,ROUTE_0358,NICE_ZONE_002,Nice - Zone 2,Nice,2025-11-10 09:27:00,2025-11-10 12:29:00,16,16,True,29701.91,30653.34,189,182
TOUR_20251110_15131,2025-11-10,330,ROUTE_0330,NICE_ZONE_004,Nice - Zone 4,Nice,2025-11-10 10:48:00,2025-11-10 13:31:00,16,16,True,20304.34,21228.18,161,163
TOUR_20251110_15132,2025-11-10,494,ROUTE_0494,NICE_ZONE_006,Nice - Zone 6,Nice,2025-11-10 14:45:00,2025-11-10 17:18:00,12,16,False,26425.17,26449.23,152,153
TOUR_20251110_15133,2025-11-10,325,ROUTE_0325,NICE_ZONE_007,Nice - Zone 7,Nice,2025-11-10 05:53:00,2025-11-10 09:38:00,16,16,True,41226.93,41195.48,223,225
TOUR_20251110_15134,2025-11-10,5,ROUTE_0005,NICE_ZONE_009,Nice - Zone 9,Nice,2025-11-10 06:57:00,2025-11-10 09:57:00,15,15,True,34507.34,34219.01,180,180
TOUR_20251110_15135,2025-11-10,377,ROUTE_0377,NICE_ZONE_010,Nice - Zone 10,Nice,2025-11-10 05:58:00,2025-11-10 08:01:00,12,15,False,19627.29,19729.77,117,123
TOUR_20251110_15136,2025-11-10,65,ROUTE_0065,PARIS_ZONE_001,Paris - Zone 1,Paris,2025-11-10 06:29:00,2025-11-10 08:48:00,13,16,False,32728.85,33001.91,139,139
TOUR_20251110_15137,2025-11-10,3,ROUTE_0003,PARIS_ZONE_003,Paris - Zone 3,Paris,2025-11-10 10:45:00,2025-11-10 13:13:00,16,16,True,17532.79,17356.29,138,148
TOUR_20251110_15138,2025-11-10,228,ROUTE_0228,PARIS_ZONE_004,Paris - Zone 4,Paris,2025-11-10 07:27:00,2025-11-10 09:36:00,13,16,False,13679.79,13594.8,136,129
TOUR_20251110_15139,2025-11-10,207,ROUTE_0207,PARIS_ZONE_006,Paris - Zone 6,Paris,2025-11-10 05:53:00,2025-11-10 07:54:00,12,15,False,18479.59,18440.18,111,121
TOUR_20251110_15140,2025-11-10,479,ROUTE_0479,PARIS_ZONE_007,Paris - Zone 7,Paris,2025-11-10 06:13:00,2025-11-10 08:12:00,11,15,False,15400.31,15152.61,112,119
TOUR_20251110_15141,2025-11-10,288,ROUTE_0288,PARIS_ZONE_008,Paris - Zone 8,Paris,2025-11-10 11:30:00,2025-11-10 13:09:00,10,15,False,17031.51,17743.92,107,99
TOUR_20251110_15142,2025-11-10,300,ROUTE_0300,PARIS_ZONE_009,Paris - Zone 9,Paris,2025-11-10 07:23:00,2025-11-10 10:46:00,15,15,True,39938.95,41980.15,193,203
TOUR_20251110_15143,2025-11-10,150,ROUTE_0150,PARIS_ZONE_010,Paris - Zone 10,Paris,2025-11-10 08:04:00,2025-11-10 10:05:00,11,15,False,32787.85,33467.76,122,121
TOUR_20251110_15144,2025-11-10,310,ROUTE_0310,PARIS_ZONE_012,Paris - Zone 12,Paris,2025-11-10 13:23:00,2025-11-10 15:27:00,13,15,False,16444.6,16212.96,129,124
TOUR_20251110_15145,2025-11-10,413,ROUTE_0413,STRASBOURG_ZONE_003,Strasbourg - Zone 3,Strasbourg,2025-11-10 11:38:00,2025-11-10 14:26:00,14,15,False,26892.47,26801.7,168,168
TOUR_20251110_15146,2025-11-10,101,ROUTE_0101,STRASBOURG_ZONE_004,Strasbourg - Zone 4,Strasbourg,2025-11-10 07:18:00,2025-11-10 10:18:00,11,15,False,32947.01,34085.61,171,180
TOUR_20251110_15147,2025-11-10,432,ROUTE_0432,STRASBOURG_ZONE_006,Strasbourg - Zone 6,Strasbourg,2025-11-10 08:29:00,2025-11-10 11:02:00,15,15,True,33418.01,35024.23,143,153
TOUR_20251110_15148,2025-11-10,439,ROUTE_0439,STRASBOURG_ZONE_007,Strasbourg - Zone 7,Strasbourg,2025-11-10 08:15:00,2025-11-10 11:12:00,15,15,True,31816.09,31411.02,175,177
TOUR_20251110_15149,2025-11-10,478,ROUTE_0478,STRASBOURG_ZONE_008,Strasbourg - Zone 8,Strasbourg,2025-11-10 06:22:00,2025-11-10 09:13:00,15,15,True,29864.01,30958.12,167,171
TOUR_20251110_15150,2025-11-10,56,ROUTE_0056,STRASBOURG_ZONE_011,Strasbourg - Zone 11,Strasbourg,2025-11-10 09:04:00,2025-11-10 10:45:00,10,14,False,26032.72,25713.95,104,101
TOUR_20251110_15151,2025-11-10,312,ROUTE_0312,STRASBOURG_ZONE_012,Strasbourg - Zone 12,Strasbourg,2025-11-10 05:58:00,2025-11-10 08:16:00,10,14,False,15825.43,16653.4,128,138
TOUR_20251110_15152,2025-11-10,272,ROUTE_0272,TOULOUSE_ZONE_001,Toulouse - Zone 1,Toulouse,2025-11-10 09:22:00,2025-11-10 12:49:00,13,15,False,42729.28,42630.92,214,207
TOUR_20251110_15153,2025-11-10,135,ROUTE_0135,TOULOUSE_ZONE_003,Toulouse - Zone 3,Toulouse,2025-11-10 05:47:00,2025-11-10 07:20:00,10,15,False,13571.74,14080.63,93,93
TOUR_20251110_15154,2025-11-10,260,ROUTE_0260,TOULOUSE_ZONE_004,Toulouse - Zone 4,Toulouse,2025-11-10 06:37:00,2025-11-10 08:57:00,14,15,False,13937.61,13972.51,143,140
TOUR_20251110_15155,2025-11-10,52,ROUTE_0052,TOULOUSE_ZONE_005,Toulouse - Zone 5,Toulouse,2025-11-10 14:59:00,2025-11-10 16:59:00,14,15,False,13201.79,13132.35,112,120
TOUR_20251110_15156,2025-11-10,92,ROUTE_0092,TOULOUSE_ZONE_008,Toulouse - Zone 8,Toulouse,2025-11-10 11:19:00,2025-11-10 13:16:00,11,15,False,24806.84,25412.05,108,117
TOUR_20251110_15157,2025-11-10,33,ROUTE_0033,TOULOUSE_ZONE_010,Toulouse - Zone 10,Toulouse,2025-11-10 11:48:00,2025-11-10 13:37:00,11,14,False,20878.57,21297.54,104,109
TOUR_20251110_15158,2025-11-10,194,ROUTE_0194,TOULOUSE_ZONE_012,Toulouse - Zone 12,Toulouse,2025-11-10 10:53:00,2025-11-10 13:00:00,12,14,False,18711.66,18656.25,121,127
TOUR_20251111_15159,2025-11-11,347,ROUTE_0347,BORDEAUX_ZONE_002,Bordeaux - Zone 2,Bordeaux,2025-11-11 08:16:00,2025-11-11 11:16:00,15,15,True,28571.49,28796.29,187,180
TOUR_20251111_15160,2025-11-11,50,ROUTE_0050,BORDEAUX_ZONE_003,Bordeaux - Zone 3,Bordeaux,2025-11-11 06:21:00,2025-11-11 09:02:00,15,15,True,26643.58,26442.12,159,161
TOUR_20251111_15161,2025-11-11,491,ROUTE_0491,BORDEAUX_ZONE_004,Bordeaux - Zone 4,Bordeaux,2025-11-11 09:57:00,2025-11-11 12:01:00,14,15,False,22606.02,23466.18,114,124
TOUR_20251111_15162,2025-11-11,167,ROUTE_0167,BORDEAUX_ZONE_006,Bordeaux - Zone 6,Bordeaux,2025-11-11 13:56:00,2025-11-11 16:41:00,15,15,True,36519.9,36087.54,164,165
TOUR_20251111_15163,2025-11-11,85,ROUTE_0085,BORDEAUX_ZONE_007,Bordeaux - Zone 7,Bordeaux,2025-11-11 10:20:00,2025-11-11 12:25:00,10,15,False,31323.69,31155.03,123,125
TOUR_20251111_15164,2025-11-11,252,ROUTE_0252,BORDEAUX_ZONE_008,Bordeaux - Zone 8,Bordeaux,2025-11-11 10:38:00,2025-11-11 13:05:00,11,15,False,29046.21,29247.15,145,147
TOUR_20251111_15165,2025-11-11,24,ROUTE_0024,BORDEAUX_ZONE_010,Bordeaux - Zone 10,Bordeaux,2025-11-11 05:30:00,2025-11-11 07:57:00,15,15,True,19126.56,19286.86,155,147
TOUR_20251111_15166,2025-11-11,131,ROUTE_0131,BORDEAUX_ZONE_011,Bordeaux - Zone 11,Bordeaux,2025-11-11 10:07:00,2025-11-11 12:11:00,10,15,False,29651.9,31137.35,115,124
TOUR_20251111_15167,2025-11-11,15,ROUTE_0015,BORDEAUX_ZONE_012,Bordeaux - Zone 12,Bordeaux,2025-11-11 09:19:00,2025-11-11 11:45:00,14,15,False,15542.11,16089.84,151,146
TOUR_20251111_15168,2025-11-11,357,ROUTE_0357,BORDEAUX_ZONE_014,Bordeaux - Zone 14,Bordeaux,2025-11-11 14:58:00,2025-11-11 17:35:00,14,14,True,21832.0,21646.88,163,157
TOUR_20251111_15169,2025-11-11,341,ROUTE_0341,LILLE_ZONE_002,Lille - Zone 2,Lille,2025-11-11 06:53:00,2025-11-11 09:11:00,16,16,True,19367.84,20017.25,131,138
TOUR_20251111_15170,2025-11-11,161,ROUTE_0161,LILLE_ZONE_003,Lille - Zone 3,Lille,2025-11-11 07:09:00,2025-11-11 10:01:00,16,16,True,23764.77,23727.43,178,172
TOUR_20251111_15171,2025-11-11,421,ROUTE_0421,LILLE_ZONE_005,Lille - Zone 5,Lille,2025-11-11 07:05:00,2025-11-11 09:58:00,14,15,False,30271.81,30997.03,167,173
TOUR_20251111_15172,2025-11-11,114,ROUTE_0114,LILLE_ZONE_006,Lille - Zone 6,Lille,2025-11-11 08:26:00,2025-11-11 11:39:00,15,15,True,35244.76,36611.85,190,193
TOUR_20251111_15173,2025-11-11,443,ROUTE_0443,LILLE_ZONE_007,Lille - Zone 7,Lille,2025-11-11 11:38:00,2025-11-11 14:25:00,15,15,True,20969.31,21562.14,165,167
TOUR_20251111_15174,2025-11-11,373,ROUTE_0373,LILLE_ZONE_010,Lille - Zone 10,Lille,2025-11-11 06:55:00,2025-11-11 08:47:00,12,15,False,13175.64,13337.03,109,112
TOUR_20251111_15175,2025-11-11,189,ROUTE_0189,LILLE_ZONE_012,Lille - Zone 12,Lille,2025-11-11 06:44:00,2025-11-11 09:15:00,12,15,False,31994.73,32050.22,143,151
TOUR_20251111_15176,2025-11-11,198,ROUTE_0198,LILLE_ZONE_013,Lille - Zone 13,Lille,2025-11-11 06:30:00,2025-11-11 09:15:00,15,15,True,34618.31,34331.81,173,165
TOUR_20251111_15177,2025-11-11,426,ROUTE_0426,LYON_ZONE_002,Lyon - Zone 2,Lyon,2025-11-11 05:56:00,2025-11-11 09:24:00,15,16,False,36504.99,36795.33,207,208
