tour_instance_bk,service_date,zone_bk,route_bk,agent_bk,role_in_tour,start_datetime,end_datetime
TOUR_20250831_10397,2025-08-31,PARIS_ZONE_008,ROUTE_0423,AGENT_00507,DRIVER,2025-08-31 10:10:00,2025-08-31 12:42:00
TOUR_20250831_10397,2025-08-31,PARIS_ZONE_008,ROUTE_0423,AGENT_00583,COLLECTOR,2025-08-31 10:10:00,2025-08-31 12:42:00
TOUR_20250831_10398,2025-08-31,PARIS_ZONE_012,ROUTE_0310,AGENT_00403,DRIVER,2025-08-31 07:03:00,2025-08-31 09:09:00
TOUR_20250831_10398,2025-08-31,PARIS_ZONE_012,ROUTE_0310,AGENT_00898,COLLECTOR,2025-08-31 07:03:00,2025-08-31 09:09:00
TOUR_20250831_10398,2025-08-31,PARIS_ZONE_012,ROUTE_0310,AGENT_00819,COLLECTOR,2025-08-31 07:03:00,2025-08-31 09:09:00
TOUR_20250831_10399,2025-08-31,PARIS_ZONE_013,ROUTE_0293,AGENT_00444,DRIVER,2025-08-31 10:22:00,2025-08-31 13:03:00
TOUR_20250831_10399,2025-08-31,PARIS_ZONE_013,ROUTE_0293,AGENT_00531,COLLECTOR,2025-08-31 10:22:00,2025-08-31 13:03:00
TOUR_20250831_10399,2025-08-31,PARIS_ZONE_013,ROUTE_0293,AGENT_00395,COLLECTOR,2025-08-31 10:22:00,2025-08-31 13:03:00
TOUR_20250831_10400,2025-08-31,STRASBOURG_ZONE_008,ROUTE_0449,AGENT_00560,DRIVER,2025-08-31 07:29:00,2025-08-31 09:17:00
TOUR_20250831_10400,2025-08-31,STRASBOURG_ZONE_008,ROUTE_0449,AGENT_00228,COLLECTOR,2025-08-31 07:29:00,2025-08-31 09:17:00
TOUR_20250831_10401,2025-08-31,STRASBOURG_ZONE_010,ROUTE_0482,AGENT_00390,DRIVER,2025-08-31 05:41:00,2025-08-31 07:51:00
TOUR_20250831_10401,2025-08-31,STRASBOURG_ZONE_010,ROUTE_0482,AGENT_00310,COLLECTOR,2025-08-31 05:41:00,2025-08-31 07:51:00
TOUR_20250831_10402,2025-08-31,STRASBOURG_ZONE_011,ROUTE_0001,AGENT_00038,DRIVER,2025-08-31 05:57:00,2025-08-31 08:48:00
TOUR_20250831_10402,2025-08-31,STRASBOURG_ZONE_011,ROUTE_0001,AGENT_00116,COLLECTOR,2025-08-31 05:57:00,2025-08-31 08:48:00
TOUR_20250831_10403,2025-08-31,TOULOUSE_ZONE_001,ROUTE_0385,AGENT_00062,DRIVER,2025-08-31 11:54:00,2025-08-31 13:43:00
TOUR_20250831_10403,2025-08-31,TOULOUSE_ZONE_001,ROUTE_0385,AGENT_00438,COLLECTOR,2025-08-31 11:54:00,2025-08-31 13:43:00
TOUR_20250831_10404,2025-08-31,TOULOUSE_ZONE_002,ROUTE_0387,AGENT_00794,DRIVER,2025-08-31 09:47:00,2025-08-31 13:07:00
TOUR_20250831_10404,2025-08-31,TOULOUSE_ZONE_002,ROUTE_0387,AGENT_00708,COLLECTOR,2025-08-31 09:47:00,2025-08-31 13:07:00
TOUR_20250831_10404,2025-08-31,TOULOUSE_ZONE_002,ROUTE_0387,AGENT_00645,SUPERVISOR,2025-08-31 09:47:00,2025-08-31 13:07:00
TOUR_20250831_10405,2025-08-31,TOULOUSE_ZONE_004,ROUTE_0285,AGENT_00618,DRIVER,2025-08-31 05:57:00,2025-08-31 08:47:00
TOUR_20250831_10405,2025-08-31,TOULOUSE_ZONE_004,ROUTE_0285,AGENT_00429,COLLECTOR,2025-08-31 05:57:00,2025-08-31 08:47:00
TOUR_20250831_10406,2025-08-31,TOULOUSE_ZONE_008,ROUTE_0157,AGENT_00097,DRIVER,2025-08-31 11:15:00,2025-08-31 13:50:00
TOUR_20250831_10406,2025-08-31,TOULOUSE_ZONE_008,ROUTE_0157,AGENT_00962,COLLECTOR,2025-08-31 11:15:00,2025-08-31 13:50:00
TOUR_20250831_10406,2025-08-31,TOULOUSE_ZONE_008,ROUTE_0157,AGENT_00894,COLLECTOR,2025-08-31 11:15:00,2025-08-31 13:50:00
TOUR_20250831_10406,2025-08-31,TOULOUSE_ZONE_008,ROUTE_0157,AGENT_00697,SUPERVISOR,2025-08-31 11:15:00,2025-08-31 13:50:00
TOUR_20250831_10407,2025-08-31,TOULOUSE_ZONE_011,ROUTE_0062,AGENT_00398,DRIVER,2025-08-31 08:25:00,2025-08-31 10:56:00
TOUR_20250831_10407,2025-08-31,TOULOUSE_ZONE_011,ROUTE_0062,AGENT_00893,COLLECTOR,2025-08-31 08:25:00,2025-08-31 10:56:00
TOUR_20250831_10408,2025-08-31,TOULOUSE_ZONE_012,ROUTE_0194,AGENT_00859,DRIVER,2025-08-31 05:52:00,2025-08-31 07:58:00
TOUR_20250831_10408,2025-08-31,TOULOUSE_ZONE_012,ROUTE_0194,AGENT_00352,COLLECTOR,2025-08-31 05:52:00,2025-08-31 07:58:00
TOUR_20250831_10408,2025-08-31,TOULOUSE_ZONE_012,ROUTE_0194,AGENT_00675,SUPERVISOR,2025-08-31 05:52:00,2025-08-31 07:58:00
TOUR_20250901_10409,2025-09-01,BORDEAUX_ZONE_001,ROUTE_0455,AGENT_00973,DRIVER,2025-09-01 05:34:00,2025-09-01 08:37:00
TOUR_20250901_10409,2025-09-01,BORDEAUX_ZONE_001,ROUTE_0455,AGENT_00192,COLLECTOR,2025-09-01 05:34:00,2025-09-01 08:37:00
TOUR_20250901_10409,2025-09-01,BORDEAUX_ZONE_001,ROUTE_0455,AGENT_00295,COLLECTOR,2025-09-01 05:34:00,2025-09-01 08:37:00
TOUR_20250901_10410,2025-09-01,BORDEAUX_ZONE_004,ROUTE_0427,AGENT_00609,DRIVER,2025-09-01 06:47:00,2025-09-01 09:15:00
TOUR_20250901_10410,2025-09-01,BORDEAUX_ZONE_004,ROUTE_0427,AGENT_00770,COLLECTOR,2025-09-01 06:47:00,2025-09-01 09:15:00
TOUR_20250901_10411,2025-09-01,BORDEAUX_ZONE_005,ROUTE_0071,AGENT_00074,DRIVER,2025-09-01 09:40:00,2025-09-01 11:19:00
TOUR_20250901_10411,2025-09-01,BORDEAUX_ZONE_005,ROUTE_0071,AGENT_00565,COLLECTOR,2025-09-01 09:40:00,2025-09-01 11:19:00
TOUR_20250901_10412,2025-09-01,BORDEAUX_ZONE_006,ROUTE_0370,AGENT_00976,DRIVER,2025-09-01 05:47:00,2025-09-01 08:36:00
TOUR_20250901_10412,2025-09-01,BORDEAUX_ZONE_006,ROUTE_0370,AGENT_00510,COLLECTOR,2025-09-01 05:47:00,2025-09-01 08:36:00
TOUR_20250901_10413,2025-09-01,BORDEAUX_ZONE_010,ROUTE_0278,AGENT_00834,DRIVER,2025-09-01 10:44:00,2025-09-01 13:22:00
TOUR_20250901_10413,2025-09-01,BORDEAUX_ZONE_010,ROUTE_0278,AGENT_00853,COLLECTOR,2025-09-01 10:44:00,2025-09-01 13:22:00
TOUR_20250901_10414,2025-09-01,BORDEAUX_ZONE_011,ROUTE_0435,AGENT_00845,DRIVER,2025-09-01 14:57:00,2025-09-01 17:03:00
TOUR_20250901_10414,2025-09-01,BORDEAUX_ZONE_011,ROUTE_0435,AGENT_00632,COLLECTOR,2025-09-01 14:57:00,2025-09-01 17:03:00
TOUR_20250901_10414,2025-09-01,BORDEAUX_ZONE_011,ROUTE_0435,AGENT_00955,COLLECTOR,2025-09-01 14:57:00,2025-09-01 17:03:00
TOUR_20250901_10415,2025-09-01,BORDEAUX_ZONE_012,ROUTE_0213,AGENT_00284,DRIVER,2025-09-01 05:55:00,2025-09-01 09:07:00
TOUR_20250901_10415,2025-09-01,BORDEAUX_ZONE_012,ROUTE_0213,AGENT_00949,COLLECTOR,2025-09-01 05:55:00,2025-09-01 09:07:00
TOUR_20250901_10415,2025-09-01,BORDEAUX_ZONE_012,ROUTE_0213,AGENT_00187,COLLECTOR,2025-09-01 05:55:00,2025-09-01 09:07:00
TOUR_20250901_10415,2025-09-01,BORDEAUX_ZONE_012,ROUTE_0213,AGENT_00026,SUPERVISOR,2025-09-01 05:55:00,2025-09-01 09:07:00
TOUR_20250901_10416,2025-09-01,BORDEAUX_ZONE_013,ROUTE_0433,AGENT_00383,DRIVER,2025-09-01 06:21:00,2025-09-01 08:08:00
TOUR_20250901_10416,2025-09-01,BORDEAUX_ZONE_013,ROUTE_0433,AGENT_00774,COLLECTOR,2025-09-01 06:21:00,2025-09-01 08:08:00
TOUR_20250901_10417,2025-09-01,BORDEAUX_ZONE_014,ROUTE_0355,AGENT_00573,DRIVER,2025-09-01 05:44:00,2025-09-01 08:15:00
TOUR_20250901_10417,2025-09-01,BORDEAUX_ZONE_014,ROUTE_0355,AGENT_00265,COLLECTOR,2025-09-01 05:44:00,2025-09-01 08:15:00
TOUR_20250901_10418,2025-09-01,LILLE_ZONE_001,ROUTE_0190,AGENT_00268,DRIVER,2025-09-01 06:10:00,2025-09-01 08:30:00
TOUR_20250901_10418,2025-09-01,LILLE_ZONE_001,ROUTE_0190,AGENT_01000,COLLECTOR,2025-09-01 06:10:00,2025-09-01 08:30:00
TOUR_20250901_10419,2025-09-01,LILLE_ZONE_004,ROUTE_0083,AGENT_00677,DRIVER,2025-09-01 15:14:00,2025-09-01 18:25:00
TOUR_20250901_10419,2025-09-01,LILLE_ZONE_004,ROUTE_0083,AGENT_00725,COLLECTOR,2025-09-01 15:14:00,2025-09-01 18:25:00
TOUR_20250901_10420,2025-09-01,LILLE_ZONE_005,ROUTE_0201,AGENT_00865,DRIVER,2025-09-01 08:20:00,2025-09-01 11:26:00
TOUR_20250901_10420,2025-09-01,LILLE_ZONE_005,ROUTE_0201,AGENT_00748,COLLECTOR,2025-09-01 08:20:00,2025-09-01 11:26:00
TOUR_20250901_10421,2025-09-01,LILLE_ZONE_006,ROUTE_0383,AGENT_00447,DRIVER,2025-09-01 10:33:00,2025-09-01 13:00:00
TOUR_20250901_10421,2025-09-01,LILLE_ZONE_006,ROUTE_0383,AGENT_00767,COLLECTOR,2025-09-01 10:33:00,2025-09-01 13:00:00
TOUR_20250901_10422,2025-09-01,LILLE_ZONE_007,ROUTE_0247,AGENT_00346,DRIVER,2025-09-01 10:09:00,2025-09-01 13:37:00
TOUR_20250901_10422,2025-09-01,LILLE_ZONE_007,ROUTE_0247,AGENT_00914,COLLECTOR,2025-09-01 10:09:00,2025-09-01 13:37:00
TOUR_20250901_10422,2025-09-01,LILLE_ZONE_007,ROUTE_0247,AGENT_00505,COLLECTOR,2025-09-01 10:09:00,2025-09-01 13:37:00
TOUR_20250901_10423,2025-09-01,LILLE_ZONE_009,ROUTE_0012,AGENT_00393,DRIVER,2025-09-01 07:59:00,2025-09-01 10:58:00
TOUR_20250901_10423,2025-09-01,LILLE_ZONE_009,ROUTE_0012,AGENT_00424,COLLECTOR,2025-09-01 07:59:00,2025-09-01 10:58:00
TOUR_20250901_10424,2025-09-01,LILLE_ZONE_010,ROUTE_0498,AGENT_00263,DRIVER,2025-09-01 07:48:00,2025-09-01 10:31:00
TOUR_20250901_10424,2025-09-01,LILLE_ZONE_010,ROUTE_0498,AGENT_00256,COLLECTOR,2025-09-01 07:48:00,2025-09-01 10:31:00
TOUR_20250901_10424,2025-09-01,LILLE_ZONE_010,ROUTE_0498,AGENT_00829,COLLECTOR,2025-09-01 07:48:00,2025-09-01 10:31:00
TOUR_20250901_10425,2025-09-01,LILLE_ZONE_011,ROUTE_0125,AGENT_00598,DRIVER,2025-09-01 11:59:00,2025-09-01 13:42:00
TOUR_20250901_10425,2025-09-01,LILLE_ZONE_011,ROUTE_0125,AGENT_00238,COLLECTOR,2025-09-01 11:59:00,2025-09-01 13:42:00
TOUR_20250901_10426,2025-09-01,LILLE_ZONE_012,ROUTE_0189,AGENT_00017,DRIVER,2025-09-01 05:42:00,2025-09-01 08:24:00
TOUR_20250901_10426,2025-09-01,LILLE_ZONE_012,ROUTE_0189,AGENT_00474,COLLECTOR,2025-09-01 05:42:00,2025-09-01 08:24:00
TOUR_20250901_10427,2025-09-01,LILLE_ZONE_013,ROUTE_0032,AGENT_00388,DRIVER,2025-09-01 10:57:00,2025-09-01 13:20:00
TOUR_20250901_10427,2025-09-01,LILLE_ZONE_013,ROUTE_0032,AGENT_00317,COLLECTOR,2025-09-01 10:57:00,2025-09-01 13:20:00
TOUR_20250901_10427,2025-09-01,LILLE_ZONE_013,ROUTE_0032,AGENT_00271,COLLECTOR,2025-09-01 10:57:00,2025-09-01 13:20:00
TOUR_20250901_10428,2025-09-01,LYON_ZONE_001,ROUTE_0353,AGENT_00713,DRIVER,2025-09-01 08:20:00,2025-09-01 11:03:00
TOUR_20250901_10428,2025-09-01,LYON_ZONE_001,ROUTE_0353,AGENT_00250,COLLECTOR,2025-09-01 08:20:00,2025-09-01 11:03:00
TOUR_20250901_10429,2025-09-01,LYON_ZONE_002,ROUTE_0136,AGENT_00804,DRIVER,2025-09-01 11:58:00,2025-09-01 14:56:00
TOUR_20250901_10429,2025-09-01,LYON_ZONE_002,ROUTE_0136,AGENT_00402,COLLECTOR,2025-09-01 11:58:00,2025-09-01 14:56:00
TOUR_20250901_10429,2025-09-01,LYON_ZONE_002,ROUTE_0136,AGENT_00212,COLLECTOR,2025-09-01 11:58:00,2025-09-01 14:56:00
TOUR_20250901_10430,2025-09-01,LYON_ZONE_003,ROUTE_0284,AGENT_00130,DRIVER,2025-09-01 15:17:00,2025-09-01 18:15:00
TOUR_20250901_10430,2025-09-01,LYON_ZONE_003,ROUTE_0284,AGENT_00604,COLLECTOR,2025-09-01 15:17:00,2025-09-01 18:15:00
TOUR_20250901_10430,2025-09-01,LYON_ZONE_003,ROUTE_0284,AGENT_00067,SUPERVISOR,2025-09-01 15:17:00,2025-09-01 18:15:00
TOUR_20250901_10431,2025-09-01,LYON_ZONE_010,ROUTE_0184,AGENT_00343,DRIVER,2025-09-01 10:24:00,2025-09-01 12:21:00
TOUR_20250901_10431,2025-09-01,LYON_ZONE_010,ROUTE_0184,AGENT_00671,COLLECTOR,2025-09-01 10:24:00,2025-09-01 12:21:00
TOUR_20250901_10432,2025-09-01,LYON_ZONE_013,ROUTE_0484,AGENT_00050,DRIVER,2025-09-01 07:34:00,2025-09-01 10:55:00
TOUR_20250901_10432,2025-09-01,LYON_ZONE_013,ROUTE_0484,AGENT_00797,COLLECTOR,2025-09-01 07:34:00,2025-09-01 10:55:00
TOUR_20250901_10432,2025-09-01,LYON_ZONE_013,ROUTE_0484,AGENT_00215,COLLECTOR,2025-09-01 07:34:00,2025-09-01 10:55:00
TOUR_20250901_10432,2025-09-01,LYON_ZONE_013,ROUTE_0484,AGENT_00155,SUPERVISOR,2025-09-01 07:34:00,2025-09-01 10:55:00
TOUR_20250901_10433,2025-09-01,MARSEILLE_ZONE_001,ROUTE_0171,AGENT_00880,DRIVER,2025-09-01 13:36:00,2025-09-01 15:32:00
TOUR_20250901_10433,2025-09-01,MARSEILLE_ZONE_001,ROUTE_0171,AGENT_00923,COLLECTOR,2025-09-01 13:36:00,2025-09-01 15:32:00
TOUR_20250901_10434,2025-09-01,MARSEILLE_ZONE_002,ROUTE_0011,AGENT_00629,DRIVER,2025-09-01 07:57:00,2025-09-01 10:35:00
TOUR_20250901_10434,2025-09-01,MARSEILLE_ZONE_002,ROUTE_0011,AGENT_00655,COLLECTOR,2025-09-01 07:57:00,2025-09-01 10:35:00
TOUR_20250901_10435,2025-09-01,MARSEILLE_ZONE_003,ROUTE_0019,AGENT_00826,DRIVER,2025-09-01 11:59:00,2025-09-01 14:28:00
TOUR_20250901_10435,2025-09-01,MARSEILLE_ZONE_003,ROUTE_0019,AGENT_00927,COLLECTOR,2025-09-01 11:59:00,2025-09-01 14:28:00
TOUR_20250901_10436,2025-09-01,MARSEILLE_ZONE_009,ROUTE_0049,AGENT_00820,DRIVER,2025-09-01 11:48:00,2025-09-01 14:50:00
TOUR_20250901_10436,2025-09-01,MARSEILLE_ZONE_009,ROUTE_0049,AGENT_00719,COLLECTOR,2025-09-01 11:48:00,2025-09-01 14:50:00
TOUR_20250901_10437,2025-09-01,MARSEILLE_ZONE_011,ROUTE_0429,AGENT_00452,DRIVER,2025-09-01 08:02:00,2025-09-01 11:26:00
TOUR_20250901_10437,2025-09-01,MARSEILLE_ZONE_011,ROUTE_0429,AGENT_00608,COLLECTOR,2025-09-01 08:02:00,2025-09-01 11:26:00
TOUR_20250901_10437,2025-09-01,MARSEILLE_ZONE_011,ROUTE_0429,AGENT_00122,COLLECTOR,2025-09-01 08:02:00,2025-09-01 11:26:00
TOUR_20250901_10437,2025-09-01,MARSEILLE_ZONE_011,ROUTE_0429,AGENT_00807,SUPERVISOR,2025-09-01 08:02:00,2025-09-01 11:26:00
TOUR_20250901_10438,2025-09-01,MARSEILLE_ZONE_013,ROUTE_0147,AGENT_00364,DRIVER,2025-09-01 10:16:00,2025-09-01 12:48:00
TOUR_20250901_10438,2025-09-01,MARSEILLE_ZONE_013,ROUTE_0147,AGENT_00833,COLLECTOR,2025-09-01 10:16:00,2025-09-01 12:48:00
TOUR_20250901_10438,2025-09-01,MARSEILLE_ZONE_013,ROUTE_0147,AGENT_00972,COLLECTOR,2025-09-01 10:16:00,2025-09-01 12:48:00
TOUR_20250901_10439,2025-09-01,MONTPELLIER_ZONE_006,ROUTE_0034,AGENT_00211,DRIVER,2025-09-01 11:41:00,2025-09-01 13:55:00
TOUR_20250901_10439,2025-09-01,MONTPELLIER_ZONE_006,ROUTE_0034,AGENT_00055,COLLECTOR,2025-09-01 11:41:00,2025-09-01 13:55:00
TOUR_20250901_10440,2025-09-01,MONTPELLIER_ZONE_007,ROUTE_0110,AGENT_00191,DRIVER,2025-09-01 14:29:00,2025-09-01 16:28:00
TOUR_20250901_10440,2025-09-01,MONTPELLIER_ZONE_007,ROUTE_0110,AGENT_00189,COLLECTOR,2025-09-01 14:29:00,2025-09-01 16:28:00
TOUR_20250901_10440,2025-09-01,MONTPELLIER_ZONE_007,ROUTE_0110,AGENT_00175,COLLECTOR,2025-09-01 14:29:00,2025-09-01 16:28:00
TOUR_20250901_10441,2025-09-01,MONTPELLIER_ZONE_008,ROUTE_0340,AGENT_00644,DRIVER,2025-09-01 09:15:00,2025-09-01 12:26:00
TOUR_20250901_10441,2025-09-01,MONTPELLIER_ZONE_008,ROUTE_0340,AGENT_00450,COLLECTOR,2025-09-01 09:15:00,2025-09-01 12:26:00
TOUR_20250901_10442,2025-09-01,MONTPELLIER_ZONE_009,ROUTE_0173,AGENT_00234,DRIVER,2025-09-01 06:50:00,2025-09-01 09:01:00
TOUR_20250901_10442,2025-09-01,MONTPELLIER_ZONE_009,ROUTE_0173,AGENT_00048,COLLECTOR,2025-09-01 06:50:00,2025-09-01 09:01:00
TOUR_20250901_10443,2025-09-01,MONTPELLIER_ZONE_010,ROUTE_0438,AGENT_00439,DRIVER,2025-09-01 07:46:00,2025-09-01 09:57:00
TOUR_20250901_10443,2025-09-01,MONTPELLIER_ZONE_010,ROUTE_0438,AGENT_00276,COLLECTOR,2025-09-01 07:46:00,2025-09-01 09:57:00
TOUR_20250901_10444,2025-09-01,MONTPELLIER_ZONE_011,ROUTE_0145,AGENT_00298,DRIVER,2025-09-01 11:36:00,2025-09-01 13:38:00
TOUR_20250901_10444,2025-09-01,MONTPELLIER_ZONE_011,ROUTE_0145,AGENT_00985,COLLECTOR,2025-09-01 11:36:00,2025-09-01 13:38:00
TOUR_20250901_10444,2025-09-01,MONTPELLIER_ZONE_011,ROUTE_0145,AGENT_00156,SUPERVISOR,2025-09-01 11:36:00,2025-09-01 13:38:00
TOUR_20250901_10445,2025-09-01,MONTPELLIER_ZONE_012,ROUTE_0342,AGENT_00838,DRIVER,2025-09-01 15:11:00,2025-09-01 17:10:00
TOUR_20250901_10445,2025-09-01,MONTPELLIER_ZONE_012,ROUTE_0342,AGENT_00180,COLLECTOR,2025-09-01 15:11:00,2025-09-01 17:10:00
TOUR_20250901_10446,2025-09-01,MONTPELLIER_ZONE_013,ROUTE_0476,AGENT_00241,DRIVER,2025-09-01 06:50:00,2025-09-01 09:11:00
TOUR_20250901_10446,2025-09-01,MONTPELLIER_ZONE_013,ROUTE_0476,AGENT_00928,COLLECTOR,2025-09-01 06:50:00,2025-09-01 09:11:00
TOUR_20250901_10446,2025-09-01,MONTPELLIER_ZONE_013,ROUTE_0476,AGENT_00964,COLLECTOR,2025-09-01 06:50:00,2025-09-01 09:11:00
TOUR_20250901_10447,2025-09-01,MONTPELLIER_ZONE_014,ROUTE_0163,AGENT_00589,DRIVER,2025-09-01 15:08:00,2025-09-01 17:55:00
TOUR_20250901_10447,2025-09-01,MONTPELLIER_ZONE_014,ROUTE_0163,AGENT_00876,COLLECTOR,2025-09-01 15:08:00,2025-09-01 17:55:00
TOUR_20250901_10447,2025-09-01,MONTPELLIER_ZONE_014,ROUTE_0163,AGENT_00309,COLLECTOR,2025-09-01 15:08:00,2025-09-01 17:55:00
TOUR_20250901_10448,2025-09-01,MONTPELLIER_ZONE_015,ROUTE_0420,AGENT_00886,DRIVER,2025-09-01 07:42:00,2025-09-01 11:09:00
TOUR_20250901_10448,2025-09-01,MONTPELLIER_ZONE_015,ROUTE_0420,AGENT_00157,COLLECTOR,2025-09-01 07:42:00,2025-09-01 11:09:00
TOUR_20250901_10448,2025-09-01,MONTPELLIER_ZONE_015,ROUTE_0420,AGENT_00420,COLLECTOR,2025-09-01 07:42:00,2025-09-01 11:09:00
TOUR_20250901_10448,2025-09-01,MONTPELLIER_ZONE_015,ROUTE_0420,AGENT_00504,SUPERVISOR,2025-09-01 07:42:00,2025-09-01 11:09:00
TOUR_20250901_10449,2025-09-01,NANTES_ZONE_001,ROUTE_0447,AGENT_00509,DRIVER,2025-09-01 14:26:00,2025-09-01 16:51:00
TOUR_20250901_10449,2025-09-01,NANTES_ZONE_001,ROUTE_0447,AGENT_00323,COLLECTOR,2025-09-01 14:26:00,2025-09-01 16:51:00
TOUR_20250901_10450,2025-09-01,NANTES_ZONE_004,ROUTE_0174,AGENT_00868,DRIVER,2025-09-01 10:42:00,2025-09-01 14:14:00
TOUR_20250901_10450,2025-09-01,NANTES_ZONE_004,ROUTE_0174,AGENT_00425,COLLECTOR,2025-09-01 10:42:00,2025-09-01 14:14:00
TOUR_20250901_10451,2025-09-01,NANTES_ZONE_006,ROUTE_0205,AGENT_00027,DRIVER,2025-09-01 13:07:00,2025-09-01 16:00:00
TOUR_20250901_10451,2025-09-01,NANTES_ZONE_006,ROUTE_0205,AGENT_00252,COLLECTOR,2025-09-01 13:07:00,2025-09-01 16:00:00
TOUR_20250901_10452,2025-09-01,NANTES_ZONE_007,ROUTE_0013,AGENT_00932,DRIVER,2025-09-01 07:16:00,2025-09-01 09:51:00
TOUR_20250901_10452,2025-09-01,NANTES_ZONE_007,ROUTE_0013,AGENT_00640,COLLECTOR,2025-09-01 07:16:00,2025-09-01 09:51:00
TOUR_20250901_10453,2025-09-01,NANTES_ZONE_008,ROUTE_0398,AGENT_00053,DRIVER,2025-09-01 11:02:00,2025-09-01 13:51:00
TOUR_20250901_10453,2025-09-01,NANTES_ZONE_008,ROUTE_0398,AGENT_00796,COLLECTOR,2025-09-01 11:02:00,2025-09-01 13:51:00
TOUR_20250901_10453,2025-09-01,NANTES_ZONE_008,ROUTE_0398,AGENT_00329,COLLECTOR,2025-09-01 11:02:00,2025-09-01 13:51:00
TOUR_20250901_10454,2025-09-01,NANTES_ZONE_009,ROUTE_0441,AGENT_00267,DRIVER,2025-09-01 05:45:00,2025-09-01 08:29:00
TOUR_20250901_10454,2025-09-01,NANTES_ZONE_009,ROUTE_0441,AGENT_00274,COLLECTOR,2025-09-01 05:45:00,2025-09-01 08:29:00
TOUR_20250901_10455,2025-09-01,NANTES_ZONE_010,ROUTE_0196,AGENT_00078,DRIVER,2025-09-01 07:16:00,2025-09-01 10:10:00
TOUR_20250901_10455,2025-09-01,NANTES_ZONE_010,ROUTE_0196,AGENT_00319,COLLECTOR,2025-09-01 07:16:00,2025-09-01 10:10:00
TOUR_20250901_10455,2025-09-01,NANTES_ZONE_010,ROUTE_0196,AGENT_00954,COLLECTOR,2025-09-01 07:16:00,2025-09-01 10:10:00
TOUR_20250901_10456,2025-09-01,NANTES_ZONE_014,ROUTE_0053,AGENT_00059,DRIVER,2025-09-01 10:42:00,2025-09-01 12:33:00
TOUR_20250901_10456,2025-09-01,NANTES_ZONE_014,ROUTE_0053,AGENT_00971,COLLECTOR,2025-09-01 10:42:00,2025-09-01 12:33:00
TOUR_20250901_10456,2025-09-01,NANTES_ZONE_014,ROUTE_0053,AGENT_00773,COLLECTOR,2025-09-01 10:42:00,2025-09-01 12:33:00
TOUR_20250901_10456,2025-09-01,NANTES_ZONE_014,ROUTE_0053,AGENT_00103,SUPERVISOR,2025-09-01 10:42:00,2025-09-01 12:33:00
TOUR_20250901_10457,2025-09-01,NICE_ZONE_001,ROUTE_0318,AGENT_00490,DRIVER,2025-09-01 07:42:00,2025-09-01 09:31:00
TOUR_20250901_10457,2025-09-01,NICE_ZONE_001,ROUTE_0318,AGENT_00023,COLLECTOR,2025-09-01 07:42:00,2025-09-01 09:31:00
TOUR_20250901_10458,2025-09-01,NICE_ZONE_002,ROUTE_0102,AGENT_00856,DRIVER,2025-09-01 09:01:00,2025-09-01 11:57:00
TOUR_20250901_10458,2025-09-01,NICE_ZONE_002,ROUTE_0102,AGENT_00651,COLLECTOR,2025-09-01 09:01:00,2025-09-01 11:57:00
TOUR_20250901_10459,2025-09-01,NICE_ZONE_004,ROUTE_0399,AGENT_00099,DRIVER,2025-09-01 06:04:00,2025-09-01 08:40:00
TOUR_20250901_10459,2025-09-01,NICE_ZONE_004,ROUTE_0399,AGENT_00105,COLLECTOR,2025-09-01 06:04:00,2025-09-01 08:40:00
TOUR_20250901_10459,2025-09-01,NICE_ZONE_004,ROUTE_0399,AGENT_00961,SUPERVISOR,2025-09-01 06:04:00,2025-09-01 08:40:00
TOUR_20250901_10460,2025-09-01,NICE_ZONE_005,ROUTE_0162,AGENT_00746,DRIVER,2025-09-01 09:28:00,2025-09-01 11:31:00
TOUR_20250901_10460,2025-09-01,NICE_ZONE_005,ROUTE_0162,AGENT_00997,COLLECTOR,2025-09-01 09:28:00,2025-09-01 11:31:00
TOUR_20250901_10460,2025-09-01,NICE_ZONE_005,ROUTE_0162,AGENT_00502,SUPERVISOR,2025-09-01 09:28:00,2025-09-01 11:31:00
TOUR_20250901_10461,2025-09-01,NICE_ZONE_007,ROUTE_0480,AGENT_00524,DRIVER,2025-09-01 10:29:00,2025-09-01 13:08:00
TOUR_20250901_10461,2025-09-01,NICE_ZONE_007,ROUTE_0480,AGENT_00207,COLLECTOR,2025-09-01 10:29:00,2025-09-01 13:08:00
TOUR_20250901_10462,2025-09-01,NICE_ZONE_008,ROUTE_0394,AGENT_00337,DRIVER,2025-09-01 08:05:00,2025-09-01 11:28:00
TOUR_20250901_10462,2025-09-01,NICE_ZONE_008,ROUTE_0394,AGENT_00777,COLLECTOR,2025-09-01 08:05:00,2025-09-01 11:28:00
TOUR_20250901_10462,2025-09-01,NICE_ZONE_008,ROUTE_0394,AGENT_00778,SUPERVISOR,2025-09-01 08:05:00,2025-09-01 11:28:00
TOUR_20250901_10463,2025-09-01,NICE_ZONE_009,ROUTE_0301,AGENT_00036,DRIVER,2025-09-01 11:21:00,2025-09-01 14:18:00
TOUR_20250901_10463,2025-09-01,NICE_ZONE_009,ROUTE_0301,AGENT_00086,COLLECTOR,2025-09-01 11:21:00,2025-09-01 14:18:00
TOUR_20250901_10464,2025-09-01,NICE_ZONE_011,ROUTE_0096,AGENT_00391,DRIVER,2025-09-01 15:08:00,2025-09-01 17:23:00
